MA074 ,ATUN ALETA AMARILLA LONJA CONGELADO,155,
MA075 ,ATUN PORCION IMPORTADO,156,
MA076 ,ESMEDREGAL LOMO,157,
MA077 ,FILETE BASSA,158,
MA078 ,MAHI MAHI LOMO,159,
MA079 ,PAMPANO ENTERO,160,
MA080 ,PARGO,161,
MA081 ,PESCADO BRUJA,162,
MA082 ,PEZ ESPADA,163,
MA083 ,RETAZO DE PESCADO,164,
MA084 ,ROBALO LOMO,165,
MA085 ,SALMON ENTERO FRESCO NORUEGO,166,
MA086 ,SALMON LOMO CONGELADO,167,
MA087 ,SIERRA ENTERA,168,
MA088 ,TRUCHA SALMONADA,169,
MA089 ,VILLAJAIBA ENTERA,170,
MA090 ,ATUN MAGURO MEDALLON 190-215,171,
MA091 ,CAMARON ROCA,172,
MA092 ,BAGRE,173,
MA093 ,MEJILLONES DE CULTIVO,174,
MA094 ,LANGOSTINO 2/4,175,
MA095 ,ATUN PORCION NACIONAL,176,
MA096 ,JAIBA SUAVE,177,
MA097 ,SALMON CHILENO LOMO C/PIEL,178,
MA098 ,HAMACHI MARUSEI,179,
MA099 ,CAMARON U-10,180,
MA100 ,MERMA 1 ALMACEN - PRODUCCION,181,
MA101 ,MERMA 2 PRODUCCION- PRODUCTO TERMINADO,182,
MA102 ,MERMA 3 PRODUCTO TERMINADO - VENTA,183,
MA103 ,CALAMAR EN VAINA,184,
MA104 ,SALMON LOMO FRESCO,185,
MA105 ,CAMARON 21-25,186,
MA106 ,CHARALES,187,
MA107 ,ANGULAS,188,
MA108 ,NILO BLANCO(PESCADO),189,
MA109 ,ALMEJA BLANCA,190,
MA110 ,MASAGO (HUEVA DE PEZ),191,
MA111 ,ALMEJA,192,
MA112 ,TENTACULO DE CALAMAR FRESCO,193,
MA113 ,MOJARRA GRANDE,194,
MA114 ,CAMARON PACOTILLA DRENADA,195,
MA115 ,CABEZA DE CALAMAR COCIDA,196,
MA116 ,TIBURON,197,
MA117 ,CAMARON EMPANIZADO,198,
MA118 ,DEDOS DE PESCADO,199,
MA119 ,SURIMI DE ANGULA,200,
MA120 ,ALGA MARINA,201,
MA121 ,CONSOME DE PESCADO,202,
MA122 ,EMPANADAS DE CAMARON,203,
MA123 ,SALMON AHUMADO,204,
MA124 ,KANIKAMA,205,
MA125 ,LOMO HUACHINANGO,206,
MA126 ,COBIA,207,
AB001 ,ACEITECAJA,208,
AB002 ,ACEITE 20 LT BIDON,209,
AB275 ,ACEITE COMESTIBLE,210,
AB003 ,ACEITE COMESTIBLE VICTORIA C/12,211,
AB004 ,ACEITE DE OLIVA,212,
AB005 ,ACEITE NUTRIOLI,213,
AB354 ,ACEITUNAS,214,
AB166 ,ACEITUNAS NEGRAS,215,
AB177 ,ACHIOTE,216,
AB286 ,ACITRON,217,
AB254 ,ADERESO DE MAYONESA DE 3.4,218,
AB151 ,ADEREZO CESAR,219,
AB179 ,ADEREZO FRANCES,220,
AB006 ,ADEREZO MIL ISLAS,221,
AB007 ,ADEREZO RANCH,222,
AB314 ,AGUA CIEL .600 ML.,223,
AB215 ,AJINOMOTO,224,
AB152 ,AJONJOLI,225,
AB355 ,ALCAPARRA,226,
AB187 ,ALEGRIA,227,
AB172 ,ALMENDRA,228,
AB224 ,ALMENDRA FILETEADA BALMORO,229,
AB225 ,ALMENDRA MOLIDA BALMORO,230,
AB143 ,AMARANTO,231,
AB226 ,ARANDANO SECO BALMORO,232,
AB331 ,AROS DE CEBOLLA EMPANIZADOS,233,
AB008 ,ARROZ,234,
AB227 ,ARROZ CRISTAL,235,
AB009 ,ARROZ MORELOS,236,
AB218 ,ARROZ P/SUSHI,237,
AB010 ,ATE,238,
AB165 ,CHILE GUAJILLO,239,
AB011 ,ATE MORELIA,240,
AB013 ,ATUN EN AGUA,241,
AB012 ,ATUN EN AGUA DE 1.8 KG,242,
AB228 ,ATUN NAIR DE 1.860,243,
AB014 ,AVENA,244,
AB015 ,AZUCAR,245,
AB016 ,AZUCAR C/1000 SOBRES,246,
AB223 ,AZUCAR CASTER,247,
AB017 ,AZUCAR ESTANDAR SACO DE 50 KG.,248,
AB197 ,AZUCAR GLASS,249,
AB229 ,AZUCAR GLASS DULCE MIA,250,
AB018 ,BIMBOLLOS BIMBO,251,
AB281 ,BOLILLO,252,
AB196 ,BOMBONES,253,
AB284 ,BORRACHITOS,254,
AB319 ,BOTE DE COCOA HERSHEY��S,255,
AB341 ,BUBULUBU,256,
AB019 ,CAFE DE GRANO LEGAL DE .400 GRS,257,
AB078 ,CAFE SOLUBLE,258,
AB230 ,CAJETA,259,
AB020 ,CAJETA A GRANEL,260,
AB290 ,CALAVERA DE AZUCAR,261,
AB312 ,CALDO DE POLLO CAMPBELLS,262,
AB021 ,CANELA EN RAMA,263,
AB231 ,CANELA EN RAMA MC KORMICK,264,
AB120 ,CANELA MOLIDA,265,
AB022 ,CASUELITAS,266,
AB023 ,CEREAL INDIVIDUAL (VARIEDAD),267,
AB305 ,CHAMOY,268,
AB297 ,CHEETOS,269,
AB115 ,CHICHARO Y ZANAHORIA COCIDOS DE 1 KG. CONGELADOS,270,
AB024 ,CHICHAROS EN LATA,271,
AB296 ,CHICHARRONES,272,
AB232 ,CHILE ANCHO,273,
AB026 ,CHILES CHIPOTLES ADOBADOS,274,
AB025 ,CHILES CHIPOTLES DE .200 GRS,275,
AB027 ,CHILES EN RAJAS DE .200 GRS,276,
AB029 ,CHILES EN RAJAS INSTITUCIONAL,277,
AB031 ,CHILES EN VINAGRE,278,
AB203 ,CHILES G��EROS,279,
AB028 ,CHILES JALAPE��OS,280,
AB030 ,CHILES NACHOS DE 3 KG.,281,
AB032 ,CHILES PICADOS DE .200 GRS,282,
AB352 ,CHILORIO,283,
AB184 ,CHISPAS DE CHOCOLATE,284,
AB195 ,CHOCOCRISPIS,285,
AB034 ,CHOCOLATE ABUELITA,286,
AB033 ,CHOCOLATE CHOCO CHOCO,287,
AB035 ,CHOCOLATE EN POLVO MORELIA,288,
AB338 ,CHOCOLATE HERSHEYS,289,
AB192 ,CHOCOLATE MAYORDOMO,290,
AB233 ,CHOCOLATE MINI KISS,291,
AB339 ,CHOCOLATE TURIN OBSCURO,292,
AB139 ,CLAVO,293,
AB208 ,COBERTURA DE CHOCOLATE,294,
AB234 ,COBERTURA DE CHOCOLATE TURIN SEMI AMARGO,295,
AB181 ,COCADAS,296,
AB036 ,COCO RAYADO,297,
AB191 ,COCOA,298,
AB298 ,COLACION,299,
AB171 ,COLOR ARTIFICIAL,300,
AB173 ,COMINO ENTERO,301,
AB213 ,CONCENTRADO DE FRESA,302,
AB211 ,CONCENTRADO DE HORCHATA,303,
AB251 ,CONCENTRADO DE JAMAICA,304,
AB222 ,CONCENTRADO DE JAMAICA DE 4 LTS.,305,
AB260 ,CONCENTRADO DE MANGO,306,
AB282 ,CONCENTRADO DE NARANJA,307,
AB108 ,CONCENTRADO DE TAMARINDO,308,
AB201 ,CONCENTRADO DE TAMARINDO,309,
AB276 ,CONCENTRADO DE ZARZAMORA,310,
AB038 ,CONSOME,311,
AB037 ,CONSOME CONDIMEX,312,
AB235 ,CORAZON DE ALCACHOFA SAN MIGUEL,313,
AB137 ,CORN FLAKES,314,
AB259 ,CUERITOS ENCURTIDOS,315,
AB236 ,CURRY EN POLVO MC KORMICK,316,
AB288 ,DISCOS PARA EMPANIZAR,317,
AB162 ,JUGO DE NARANJA,318,
AB164 ,ABLANDADOR,319,
AB169 ,CHOCOLATE BLANCO,320,
AB182 ,MARINADOR,321,
AB209 ,CEREZAS,322,
AB210 ,CHILE PASILLA,323,
AB247 ,PESTO,324,
AB257 ,SALSA,325,
AB263 ,HABA ENCHILADA,326,
AB279 ,CACAHUATE SALADO,327,
AB306 ,PIGMENTO ROJO,328,
AB307 ,GUANTES DE LATEX,329,
AB308 ,DETERGENTE ROMA,330,
AB315 ,CACAHUATE ENCHILADO,331,
AB317 ,CACHUATE JAPONES,332,
AB318 ,BOTANA PAQUETAXXO,333,
AB320 ,CHICHARRONES SABRITAS,334,
AB324 ,CHURRUMAIS,335,
AB325 ,FRITOS CON SAL,336,
AB333 ,AZUCAR MOSCABADO,337,
AB334 ,VINAGRE BALSAMICO,338,
AB351 ,SABRITAS ADOBADAS,339,
AB285 ,DULCE DE LECHE,340,
AB039 ,DURAZNOS EN ALMIBAR DE 3 KG,341,
AB302 ,EDAMAMMEZ,342,
AB252 ,ELOTE EN LATA,343,
AB040 ,ELOTE LA COSTE��A DE 410 GRS.,344,
AB123 ,ELOTE TIERNO BABY SAN MIGUEL,345,
AB322 ,EMPANIZADOR GRANULADO KNOR,346,
AB340 ,ENELDO,347,
AB170 ,ESENCIA DE FRESA,348,
AB154 ,ESENCIA DE NUEZ,349,
AB194 ,ESENCIA DE VAINILLA,350,
AB328 ,FALAFEL,351,
AB212 ,FETUCCINIE,352,
AB185 ,FIDEO DE ARROZ,353,
AB041 ,FLAN,354,
AB042 ,FLAN D��GARI BOLSA .850 GRS.,355,
AB202 ,FLAN DE CAFE,356,
AB043 ,FLAN DE VAINILLA,357,
AB336 ,FRASCO DE FINAS HIERBAS,358,
AB044 ,FRIJOL BAYO,359,
AB045 ,FRIJOL FLOR DE MAYO,360,
AB046 ,FRIJOL INSTANTANEO,361,
AB141 ,FRIJOL NEGRO COCIDO,362,
AB047 ,FRIJOL PERUANO,363,
AB221 ,FRIJOLES DE 3 KG,364,
AB048 ,FRIJOLES EN LATA,365,
AB189 ,FRUTOS SECOS,366,
AB174 ,FUSILLI BARILLA,367,
AB337 ,GALLETA BRETON,368,
AB186 ,GALLETA QUAKER,369,
AB049 ,GALLETA SALADA,370,
AB348 ,GALLETAS MACMA,371,
AB050 ,GALLETAS MARIAS,372,
AB301 ,GALLETAS OREO,373,
AB052 ,GALLETAS SURTIDAS MARIAN,374,
AB053 ,GALLETAS SURTIDAS MARIAN,375,
AB051 ,GALLETAS SURTIDO RICO,376,
AB054 ,GELATINA,377,
AB055 ,GELATINA D��GARI DE .800 GRS.,378,
AB258 ,GELATINA DE .175 GRS.,379,
AB250 ,GENGIBRE MOLIDA,380,
AB356 ,GORDITAS DE CHICHARRON,381,
AB056 ,GRANO DE ELOTE DE .400 GRS,382,
AB057 ,GRANO DE ELOTE INSTITUCIONAL,383,
AB058 ,GRANOLA,384,
AB121 ,GRENETINA,385,
AB059 ,HARINA DE MAIZ,386,
AB060 ,HARINA DE TRIGO,387,
AB237 ,HARINA DE TRIGO ALTA PROTEINA ELIZONDO,388,
AB061 ,HARINA DE TRIGO SAN BLAS,389,
AB277 ,HARINA EXTRA HUMEDA,390,
AB344 ,HARINA INTEGRAL,391,
AB062 ,HARINA MINSA,392,
AB063 ,HARINA PARA HOT CAKES,393,
AB266 ,HELADO,394,
AB303 ,HOJA DE ARROZ,395,
AB064 ,HOJUELA DE CORN FLAKES,396,
AB065 ,HOJUELA DE PAPA,397,
AB077 ,HUEVO,398,
AB357 ,JARABE DE ROSAS,399,
AB144 ,JARABE MIEL,400,
AB155 ,JARABE TUCAN DE TAMARINDO,401,
AB265 ,JUGO,402,
AB219 ,JUGO BRICK,403,
AB220 ,JUGO BRICK DE 3 LTS.,404,
AB216 ,JUGO DE NARANJA,405,
AB293 ,JUGO DE TOMATE,406,
AB168 ,JUGO MAGI DE .800 GRS.,407,
AB329 ,KEBAB,408,
AB316 ,KNOR DE CAMARON,409,
AB150 ,KNOR SUIZA,410,
AB304 ,LATA DE PIMIENTO MORRON,411,
AB119 ,LECHE CLAVEL,412,
AB130 ,LECHE EVAPORADA,413,
AB131 ,LECHERA,414,
AB066 ,LENTEJAS,415,
AB291 ,LEVADURA,416,
AB238 ,LEVADURA P/BISCOCHO INSTANTANEA DORADA,417,
AB188 ,MACARRON,418,
AB289 ,MACETAS DE FLOR,419,
AB207 ,MAIZ PALOMERO,420,
AB132 ,MAIZ POZOLERO,421,
AB136 ,MAIZENA,422,
AB135 ,MANGO EN ALMIBAR DE .800 GRS,423,
AB239 ,MANGO EN REBANADAS LA COSTE��A,424,
AB067 ,MANTECA VEGETAL INCA,425,
AB178 ,MANTECADAS BIMBO,426,
AB193 ,MASA,427,
AB261 ,MAYONESA DE .790 GRS.,428,
AB068 ,MAYONESA INSTITUCIONAL,429,
AB069 ,MAYONESA MC CORMICK DE 3.4 KG,430,
AB106 ,MEDIA CREMA,431,
AB070 ,MEDIAS NOCHES BIMBO,432,
AB071 ,MERMELADA A GRANEL,433,
AB072 ,MERMELADA DE FRESA,434,
AB073 ,MIEL,435,
AB343 ,MIEL DE AGAVE,436,
AB074 ,MIEL DE MAPLE,437,
AB280 ,MOLE DE PASTA ALMENDRADO,438,
AB075 ,MOLE DON PANCHO,439,
AB076 ,MOLE ROJO,440,
AB353 ,MOLE ROJO ALMENDRADO DON PANCHO,441,
AB125 ,MOSTAZA MC CORMICK,442,
AB249 ,NACHOS,443,
AB145 ,NESCAFE TRADICIONAL,444,
AB264 ,NIEVE,445,
AB156 ,NUEZ,446,
AB240 ,NUEZ EN MITAD,447,
AB124 ,PALANQUETA,448,
AB342 ,PALETA PAYASO,449,
AB268 ,PALETON,450,
AB204 ,PALILLOS PING��INO,451,
AB241 ,PALMITOS SAN MIGUEL,452,
AB190 ,PALOS P/BROCHETA,453,
AB079 ,PAN BIMBO MULTIGRANO,454,
AB080 ,PAN BLANCO BIMBO GRANDE,455,
AB147 ,PAN BOLLO JUMBO,456,
AB081 ,PAN INTEGRAL BIMBO,457,
AB082 ,PAN MOLIDO,458,
AB287 ,PAN MOLIDO GRANULADO,459,
AB311 ,PAN NEGRO P/BOCADILLOS,460,
AB262 ,PAN TOSTADO BIMBO,461,
AB083 ,PAN WONDER C/AJONJOLI,462,
AB085 ,PAPA A LA RUFLEADA DE 2.270 KG.,463,
AB270 ,PAPA COSMICA MCCAIN,464,
AB273 ,PAPA GAJO,465,
AB084 ,PAPA SARATOGA,466,
AB332 ,PAPA SAVORY BATTER BITE,467,
AB086 ,PAPAS A LA FRANCESA,468,
AB272 ,PAPAS A LA FRANCESA,469,
AB087 ,PAPAS GAJO,470,
AB183 ,PAPRIKA,471,
AB310 ,PASA GUERA,472,
AB088 ,PASAS,473,
AB242 ,PASAS MEDIANAS BALMORO,474,
AB335 ,PASTA BARILLA,475,
AB243 ,PASTA BARILLA FETUCCINI,476,
AB245 ,PASTA BARILLA SPAGUETTI,477,
AB294 ,PASTA CODO,478,
AB246 ,PASTA DE TOMATE POUCH DEL FUERTE,479,
AB176 ,PASTA FARFALE,480,
AB300 ,PASTA FILLO,481,
AB146 ,PASTA LASAGNA,482,
AB244 ,PASTA PENNE,483,
AB313 ,PASTA TALLARIN BARILLA,484,
AB278 ,PASTA WONTON,485,
AB133 ,PASTEL BRAZO DE GITANO,486,
AB167 ,PATE,487,
AB350 ,PAY DE LIMON,488,
AB256 ,PEPINILLO AGRIO DE 1 KG.,489,
AB180 ,PEPITA VERDE MOLIDA,490,
AB283 ,PEPITORIAS,491,
AB148 ,PILONCILLO,492,
AB140 ,PIMIENTA,493,
AB138 ,PI��A EN ALMIBAR,494,
AB309 ,PI��ON ROSA,495,
AB158 ,PIPIAN ROJO,496,
AB345 ,POLENTA,497,
AB129 ,POLVO P/HORNEAR DE .500 GRS,498,
AB321 ,POLVO PARA SALSA GRAVY,499,
AB269 ,PURE DE PAPA,500,
AB153 ,PURE DE TOMATE DEL FUERTE,501,
AB149 ,ROYAL,502,
AB299 ,SABRITAS CON LIMON,503,
AB295 ,SABRITONES,504,
AB099 ,SAL,505,
AB100 ,SAL CON AJO DE .200 GRS,506,
AB101 ,SAL CON PIMIENTA DE .200 GRS,507,
AB248 ,SAL LA FINA REFINADA,508,
AB126 ,SALSA CATSUP,509,
AB102 ,SALSA CATSUP INSTITUCIONAL,510,
AB214 ,SALSA DE OSTION,511,
AB175 ,SALSA DE SOYA,512,
AB292 ,SALSA DEMIS GLACE,513,
AB127 ,SALSA INGLESA DE .800 GRS.,514,
AB255 ,SALSA MAGUI,515,
AB161 ,SALSA PARA NACHOS,516,
AB198 ,SALSA PIZZA,517,
AB200 ,SALSA PIZZA,518,
AB160 ,SALSA TABASCO,519,
AB103 ,SALSA VALENTINA,520,
AB206 ,SALSA VALENTINA,521,
AB346 ,SANTANA,522,
AB089 ,SOPA DE CARACOL,523,
AB104 ,SOPA DE CODITO,524,
AB090 ,SOPA DE CONCHA,525,
AB091 ,SOPA DE ENGRANE O LLANTITA,526,
AB105 ,SOPA DE FIDEO,527,
AB358 ,SOPA DE LENGUITA,528,
AB095 ,SOPA DE LETRA,529,
AB092 ,SOPA DE MO��ITO,530,
AB094 ,SOPA DE MUNICION,531,
AB107 ,SOPA DE PLUMA,532,
AB093 ,SOPA DE SPAGUETTI,533,
AB096 ,SOPA ITALPASTA 20/200 GRS.,534,
AB217 ,SOPA SPAGUETI,535,
AB098 ,SOPA TALLARIN,536,
AB097 ,SOPA TORNILLO,537,
AB157 ,SOYA,538,
AB327 ,TABULE,539,
AB326 ,TANINE,540,
AB122 ,TAPIOCA,541,
AB128 ,TE C/25 SOB.,542,
AB163 ,TELERA,543,
AB347 ,TEMPURA,544,
AB267 ,TIN LARIN,545,
AB134 ,TLACOYOS,546,
AB330 ,TORTILLA ARABE,547,
AB109 ,TORTILLA DE HARINA PARA BURRITOS,548,
AB349 ,TORTILLA DE MAIZ,549,
AB323 ,TORTILLA GRANDE PARA PIZZA,550,
AB110 ,TORTILLAS DE HARINA,551,
AB205 ,TORTILLAS DE HARINA,552,
AB111 ,TORTINILLAS TIA ROSA,553,
AB112 ,TOSTADA MILPA REAL TUBO,554,
AB142 ,TOSTADAS,555,
AB271 ,TOTOPOS,556,
AB113 ,VAINILLA,557,
AB114 ,VERDURAS MIXTAS DE .400 GRS,558,
AB116 ,VINAGRE BLANCO,559,
AB199 ,VINAGRE BLANCO,560,
AB253 ,VINAGRE DE MANZANA,561,
AB117 ,VINAGRETA ITALIANA DE .750 ML,562,
AB274 ,WAFLES HOLANDES,563,
AB159 ,WON TON,564,
AB118 ,ZANAHORIA CON CHICHARO DE 450 GRS,565,
GV026 ,ALCOHOL SOLIDO,566,
GV024 ,BANDERILLAS DE SALCHICHA,567,
GV010 ,BARBACOA,568,
GV023 ,BIG CITRUS DE 3 LT.,569,
GV035 ,BOBINA DE BOLSA,570,
GV025 ,BOTELLA DE JEREZ,571,
GV021 ,CAGUAMA MEGA,572,
GV036 ,CARBON VEGETAL,573,
GV034 ,CARNITAS,574,
GV027 ,CERVEZA,575,
GV037 ,CHAROLA,576,
GV011 ,COCA COLA DE 3 LTS.,577,
GV030 ,COCA COLA LATA,578,
GV014 ,COCA LIGHT EN LATA,579,
GV029 ,CUCHARA PASTELERA,580,
GV033 ,FANTA EN LATA,581,
GV007 ,FLAUTAS,582,
GV002 ,DISPONIBLE,583,
GV003 ,HOJALDRA,584,
GV008 ,HOT DOGS,585,
GV038 ,HUARACHES,586,
GV031 ,MANZANA LIFT LATA,587,
GV013 ,MANZANITA DE 3 LTS.,588,
GV018 ,PLATOS DESECHABLES,589,
GV017 ,REFRESCOS,590,
GV019 ,ROMPOPE,591,
GV015 ,SERVILLETA DE LUJO,592,
GV012 ,SEVEN UP EN LATA,593,
GV004 ,SOPES,594,
GV032 ,SPRITE EN LATA,595,
GV006 ,TACOS DE CANASTA,596,
GV005 ,TAMALES OAXAQUE��OS,597,
GV022 ,TEHUCAN,598,
GV028 ,TEQUILA JIMADOR,599,
GV001 ,BOLSA POLYPAPEL,600,
GV009 ,TORTAS,601,
GV039 ,VASO,602,
GV016 ,VINO BLANCO,603,
GV020 ,VINO TINTO,604,
GV040 ,BOLSA DE PLASTICO NATURAL,605,
FV001 ,ACELGA,606,
FV002 ,ACITRON,607,
FV003 ,AGUACATE HASS,608,
FV004 ,AJO BLANCO,609,
FV012 ,ALCACHOFA GRANDE,610,
FV013 ,ALCACHOFA EXTRA GRANDE,611,
FV014 ,APIO,612,
FV015 ,ARANDANO DESHIDRATADO,613,
FV016 ,ARUGULABABY,614,
FV017 ,ARUGULA CENTRAL DE ABASTOS,615,
FV018 ,BERENJENA,616,
FV019 ,BERENJENA BABY,617,
FV020 ,BERROS SIN TALLO,618,
FV021 ,BERROS,619,
FV022 ,BETABEL,620,
FV023 ,BERZA,621,
FV024 ,BROCOLI,622,
FV025 ,BLUE BERRY,623,
FV005 ,AJO BLANCO LIMPIO,624,
FV006 ,AJO ITALIANO,625,
FV007 ,AJO MACHO,626,
FV008 ,AJO NORMAL,627,
FV009 ,ALBAHACA,628,
FV010 ,ALCACHOFA,629,
FV011 ,ALFALFA,630,
FV026 ,BROCOLI SIN TALLO,631,
FV027 ,BULBO DE HINOJO SIN TALLO,632,
FV028 ,CALABAZA CRIOLLA,633,
FV029 ,CALABAZA ITALIANA,634,
FV030 ,CALABAZA LARGA,635,
FV031 ,CALABAZA SUCHINI,636,
FV032 ,CAMEDOR,637,
RE017 ,ASERRIN,638,
RE026 ,CACARIZO DE RES,639,
RE030 ,DISPONIBLE,640,
RE039 ,DISPONIBLE,641,
RE041 ,DISPONIBLE,642,
RE042 ,DISPONIBLE,643,
RE043 ,DISPONIBLE,644,
RE044 ,DISPONIBLE,645,
RE051 ,DISPONIBLE,646,
RE066 ,DISPONIBLE,647,
RE068 ,DISPONIBLE,648,
RE069 ,DISPONIBLE,649,
RE070 ,DISPONIBLE,650,
RE076 ,DISPONIBLE,651,
RE078 ,DISPONIBLE,652,
RE079 ,DISPONIBLE,653,
